"";"species";"prob_excl_mean";"prob_excl_lowerCI";"prob_excl_upperCI";"year";"plot";"guild";"intraguild.type"
"1";"Agriotes_spp";0,048704407014345;0,0485662029676389;0,0488459720968393;"2020";7;"herbivores";"nesting_larvae_phenology"
"2";"Aiolopus_strepens";0,0751919667066657;0,0750194677157227;0,0753709345142302;"2020";7;"herbivores";"nesting_larvae_phenology"
"3";"Aphis_fabae";0,0543226460798823;0,0541865862049401;0,0544665267405905;"2020";7;"herbivores";"nesting_larvae_phenology"
"4";"Brassicogethes_spp";0,0625831594754332;0,0624037225524248;0,0627453914521295;"2020";7;"herbivores";"nesting_larvae_phenology"
"5";"Cochlicella_barbara";0,0480045762164989;0,0478733244869157;0,0481368555766312;"2020";7;"herbivores";"nesting_larvae_phenology"
"6";"Cryptocephalus_spp";0,0723941107911496;0,0722272285879348;0,0725682249807598;"2020";7;"herbivores";"nesting_larvae_phenology"
"7";"Dolycoris_spp";0,0392418632170303;0,0391274169689859;0,0393560966820395;"2020";7;"herbivores";"nesting_larvae_phenology"
"8";"Lagorina_sericea";0,0416024141153138;0,0414747729507185;0,0417263987675461;"2020";7;"herbivores";"nesting_larvae_phenology"
"9";"Lasiocampa_trifolii_caterpillar";0,0400493583212017;0,0399357707980888;0,0401720460540544;"2020";7;"herbivores";"nesting_larvae_phenology"
"10";"Malachius_bipustulatus";0,061195928025684;0,0610396952478868;0,0613547086697554;"2020";7;"herbivores";"nesting_larvae_phenology"
"11";"Oedemeridae";0,0587288719029018;0,0585813587700067;0,058874352224955;"2020";7;"herbivores";"nesting_larvae_phenology"
"12";"Psilothrix_viridicoerulea";0,0627796651568289;0,0626180920303693;0,0629470931558354;"2020";7;"herbivores";"nesting_larvae_phenology"
"13";"Scyphophorus_spp";0,0770401290468593;0,0768719078680642;0,0772133352418474;"2020";7;"herbivores";"nesting_larvae_phenology"
"14";"Tessellana_tessellata";0,0892821738496045;0,0890811277199701;0,0894717904255375;"2020";7;"herbivores";"nesting_larvae_phenology"
"15";"Theba_pisana";0,0768624009459247;0,0766874161051209;0,0770417685781694;"2020";7;"herbivores";"nesting_larvae_phenology"
"16";"Thysanoptera";0,0920163291346763;0,0918210059487551;0,0921980818749502;"2020";7;"herbivores";"nesting_larvae_phenology"
